DateTime, PowerF, PowerF_1, PowerF_2, PowerB, PowerB_1, PowerB_2, TimeF, TimeF_1, TimeF_2, TimeB, TimeB_1, TimeB_2
02/02/2015 17:27:53, 000, 100, 190, 000, 055, 110, 100, 100, 100, 100, 100, 100
02/02/2015 17:42:26, 000, 090, 190, 000, 035, 110, 100, 100, 100, 100, 100, 100
02/02/2015 17:58:56, 000, 080, 180, 000, 025, 100, 100, 100, 100, 100, 100, 100
02/03/2015 00:33:07, 000, 080, 180, 000, 025, 100, 100, 100, 100, 100, 100, 100
02/03/2015 05:23:11, 000, 090, 190, 000, 035, 110, 100, 100, 100, 100, 100, 100
02/03/2015 05:36:18, 000, 090, 190, 000, 035, 110, 100, 100, 100, 100, 100, 100
02/03/2015 15:52:15, 000, 090, 190, 000, 035, 110, 100, 100, 100, 100, 100, 100
02/03/2015 17:36:31, 000, 060, 240, 000, 020, 145, 100, 100, 100, 100, 100, 100
02/03/2015 18:12:06, 000, 050, 260, 000, 045, 170, 100, 100, 100, 100, 100, 100
02/03/2015 19:03:45, 000, 040, 250, 000, 045, 170, 100, 100, 100, 100, 100, 100
02/03/2015 19:48:35, 000, 025, 230, 000, 045, 170, 100, 100, 100, 100, 100, 100
02/03/2015 20:29:24, 000, 015, 215, 000, 045, 170, 100, 100, 100, 100, 100, 100
02/03/2015 21:52:30, 000, 010, 210, 000, 040, 165, 100, 100, 100, 100, 100, 100
02/04/2015 01:08:48, 000, 040, 240, 000, 045, 170, 100, 100, 100, 100, 100, 100
02/04/2015 01:21:52, 000, 040, 240, 000, 045, 170, 100, 100, 100, 100, 100, 100
02/04/2015 06:56:23, 000, 040, 240, 000, 045, 170, 100, 100, 100, 100, 100, 100
02/04/2015 08:03:34, 000, 040, 240, 000, 045, 170, 100, 100, 100, 100, 100, 100
02/04/2015 12:50:15, 000, 000, 000, 000, 000, 000, 100, 100, 100, 100, 100, 100
02/04/2015 16:46:15, 000, 000, 100, 000, 000, 100, 100, 100, 100, 100, 100, 100
02/04/2015 16:53:07, 000, 000, 100, 000, 000, 100, 100, 100, 100, 100, 100, 100
02/04/2015 16:53:47, 000, 000, 000, 000, 000, 000, 100, 100, 100, 100, 100, 100
02/04/2015 16:58:34, 000, 000, 080, 000, 000, 080, 100, 100, 100, 100, 100, 100
02/04/2015 16:58:58, 000, 000, 080, 000, 000, 080, 100, 100, 100, 100, 100, 100
02/04/2015 17:03:04, 000, 000, 120, 000, 000, 120, 100, 100, 100, 100, 100, 100
02/04/2015 17:12:54, 000, 000, 000, 000, 000, 000, 100, 100, 100, 100, 100, 100
02/04/2015 17:50:33, 000, 950, 950, 000, 950, 950, 100, 100, 100, 100, 100, 100
